"data_attributes_time","data_attributes_direction_id","data_attributes_stop_sequence","data_attributes_schedule_id","data_attributes_route_id","data_attributes_stop_id","data_attributes_trip_id"
"2019-11-18T04:37:00-05:00",0,1,"schedule-41894172-64-1",1,64,41894172
"2019-11-18T04:37:00-05:00",0,2,"schedule-41894172-1-2",1,1,41894172
"2019-11-18T04:38:00-05:00",0,3,"schedule-41894172-2-3",1,2,41894172
"2019-11-18T04:39:00-05:00",0,4,"schedule-41894172-6-4",1,6,41894172
"2019-11-18T04:40:00-05:00",0,5,"schedule-41894172-10003-5",1,10003,41894172
"2019-11-18T04:41:00-05:00",0,6,"schedule-41894172-57-6",1,57,41894172
"2019-11-18T04:42:00-05:00",0,7,"schedule-41894172-58-7",1,58,41894172
"2019-11-18T04:43:00-05:00",0,8,"schedule-41894172-10590-8",1,10590,41894172
"2019-11-18T04:44:00-05:00",0,9,"schedule-41894172-87-9",1,87,41894172
"2019-11-18T04:44:00-05:00",0,10,"schedule-41894172-88-10",1,88,41894172
"2019-11-18T04:44:00-05:00",0,11,"schedule-41894172-188-11",1,188,41894172
"2019-11-18T04:44:00-05:00",0,12,"schedule-41894172-89-12",1,89,41894172
"2019-11-18T04:46:00-05:00",0,13,"schedule-41894172-91-13",1,91,41894172
"2019-11-18T04:47:00-05:00",0,14,"schedule-41894172-93-14",1,93,41894172
"2019-11-18T04:48:00-05:00",0,15,"schedule-41894172-95-15",1,95,41894172
"2019-11-18T04:50:00-05:00",0,16,"schedule-41894172-97-16",1,97,41894172
"2019-11-18T04:51:00-05:00",0,17,"schedule-41894172-99-17",1,99,41894172
"2019-11-18T04:53:00-05:00",0,18,"schedule-41894172-101-18",1,101,41894172
"2019-11-18T04:55:00-05:00",0,19,"schedule-41894172-102-19",1,102,41894172
"2019-11-18T04:56:00-05:00",0,20,"schedule-41894172-104-20",1,104,41894172
"2019-11-18T04:57:00-05:00",0,21,"schedule-41894172-106-21",1,106,41894172
"2019-11-18T04:57:00-05:00",0,22,"schedule-41894172-107-22",1,107,41894172
"2019-11-18T04:58:00-05:00",0,23,"schedule-41894172-108-23",1,108,41894172
"2019-11-18T04:59:00-05:00",0,24,"schedule-41894172-109-24",1,109,41894172
"2019-11-18T05:00:00-05:00",0,25,"schedule-41894172-110-25",1,110,41894172
"2019-11-18T05:05:00-05:00",1,1,"schedule-41894173-110-1",1,110,41894173
"2019-11-18T05:06:00-05:00",1,2,"schedule-41894173-2168-2",1,2168,41894173
"2019-11-18T05:06:00-05:00",1,3,"schedule-41894173-2166-3",1,2166,41894173
"2019-11-18T05:07:00-05:00",1,4,"schedule-41894173-2167-4",1,2167,41894173
"2019-11-18T05:08:00-05:00",1,5,"schedule-41894173-66-5",1,66,41894173
"2019-11-18T05:08:00-05:00",1,6,"schedule-41894173-67-6",1,67,41894173
"2019-11-18T05:09:00-05:00",1,7,"schedule-41894173-68-7",1,68,41894173
"2019-11-18T05:09:00-05:00",1,8,"schedule-41894173-69-8",1,69,41894173
"2019-11-18T05:10:00-05:00",1,9,"schedule-41894173-71-9",1,71,41894173
"2019-11-18T05:11:00-05:00",1,10,"schedule-41894173-72-10",1,72,41894173
"2019-11-18T05:12:00-05:00",1,11,"schedule-41894173-73-11",1,73,41894173
"2019-11-18T05:13:00-05:00",1,12,"schedule-41894173-74-12",1,74,41894173
"2019-11-18T05:14:00-05:00",1,13,"schedule-41894173-75-13",1,75,41894173
"2019-11-18T05:17:00-05:00",1,14,"schedule-41894173-77-14",1,77,41894173
"2019-11-18T05:18:00-05:00",1,15,"schedule-41894173-79-15",1,79,41894173
"2019-11-18T05:19:00-05:00",1,16,"schedule-41894173-80-16",1,80,41894173
"2019-11-18T05:20:00-05:00",1,17,"schedule-41894173-82-17",1,82,41894173
"2019-11-18T05:20:00-05:00",1,18,"schedule-41894173-187-18",1,187,41894173
"2019-11-18T05:21:00-05:00",1,19,"schedule-41894173-83-19",1,83,41894173
"2019-11-18T05:22:00-05:00",1,20,"schedule-41894173-84-20",1,84,41894173
"2019-11-18T05:24:00-05:00",1,21,"schedule-41894173-59-21",1,59,41894173
"2019-11-18T05:25:00-05:00",1,22,"schedule-41894173-854-22",1,854,41894173
"2019-11-18T05:26:00-05:00",1,23,"schedule-41894173-856-23",1,856,41894173
"2019-11-18T05:27:00-05:00",1,24,"schedule-41894173-10100-24",1,10100,41894173
"2019-11-18T05:28:00-05:00",1,25,"schedule-41894173-10101-25",1,10101,41894173
"2019-11-18T05:29:00-05:00",1,26,"schedule-41894173-62-26",1,62,41894173
"2019-11-18T05:31:00-05:00",1,27,"schedule-41894173-63-27",1,63,41894173
"2019-11-18T05:33:00-05:00",1,28,"schedule-41894173-64-28",1,64,41894173
"2019-11-18T05:42:00-05:00",0,1,"schedule-41894174-64-1",1,64,41894174
"2019-11-18T05:42:00-05:00",0,2,"schedule-41894174-1-2",1,1,41894174
"2019-11-18T05:43:00-05:00",0,3,"schedule-41894174-2-3",1,2,41894174
"2019-11-18T05:44:00-05:00",0,4,"schedule-41894174-6-4",1,6,41894174
"2019-11-18T05:45:00-05:00",0,5,"schedule-41894174-10003-5",1,10003,41894174
"2019-11-18T05:46:00-05:00",0,6,"schedule-41894174-57-6",1,57,41894174
"2019-11-18T05:47:00-05:00",0,7,"schedule-41894174-58-7",1,58,41894174
"2019-11-18T05:48:00-05:00",0,8,"schedule-41894174-10590-8",1,10590,41894174
"2019-11-18T05:50:00-05:00",0,9,"schedule-41894174-87-9",1,87,41894174
"2019-11-18T05:50:00-05:00",0,10,"schedule-41894174-88-10",1,88,41894174
"2019-11-18T05:51:00-05:00",0,11,"schedule-41894174-188-11",1,188,41894174
"2019-11-18T05:51:00-05:00",0,12,"schedule-41894174-89-12",1,89,41894174
"2019-11-18T05:53:00-05:00",0,13,"schedule-41894174-91-13",1,91,41894174
"2019-11-18T05:54:00-05:00",0,14,"schedule-41894174-93-14",1,93,41894174
"2019-11-18T05:55:00-05:00",0,15,"schedule-41894174-95-15",1,95,41894174
"2019-11-18T05:58:00-05:00",0,16,"schedule-41894174-97-16",1,97,41894174
"2019-11-18T05:59:00-05:00",0,17,"schedule-41894174-99-17",1,99,41894174
"2019-11-18T06:01:00-05:00",0,18,"schedule-41894174-101-18",1,101,41894174
"2019-11-18T06:03:00-05:00",0,19,"schedule-41894174-102-19",1,102,41894174
"2019-11-18T06:04:00-05:00",0,20,"schedule-41894174-104-20",1,104,41894174
"2019-11-18T06:05:00-05:00",0,21,"schedule-41894174-106-21",1,106,41894174
"2019-11-18T06:05:00-05:00",0,22,"schedule-41894174-107-22",1,107,41894174
"2019-11-18T06:06:00-05:00",0,23,"schedule-41894174-108-23",1,108,41894174
"2019-11-18T06:07:00-05:00",0,24,"schedule-41894174-109-24",1,109,41894174
"2019-11-18T06:08:00-05:00",0,25,"schedule-41894174-110-25",1,110,41894174
"2019-11-18T06:14:00-05:00",1,1,"schedule-41894175-110-1",1,110,41894175
"2019-11-18T06:15:00-05:00",1,2,"schedule-41894175-2168-2",1,2168,41894175
"2019-11-18T06:15:00-05:00",1,3,"schedule-41894175-2166-3",1,2166,41894175
"2019-11-18T06:16:00-05:00",1,4,"schedule-41894175-2167-4",1,2167,41894175
"2019-11-18T06:17:00-05:00",1,5,"schedule-41894175-66-5",1,66,41894175
"2019-11-18T06:17:00-05:00",1,6,"schedule-41894175-67-6",1,67,41894175
"2019-11-18T06:18:00-05:00",1,7,"schedule-41894175-68-7",1,68,41894175
"2019-11-18T06:18:00-05:00",1,8,"schedule-41894175-69-8",1,69,41894175
"2019-11-18T06:19:00-05:00",1,9,"schedule-41894175-71-9",1,71,41894175
"2019-11-18T06:20:00-05:00",1,10,"schedule-41894175-72-10",1,72,41894175
"2019-11-18T06:21:00-05:00",1,11,"schedule-41894175-73-11",1,73,41894175
"2019-11-18T06:22:00-05:00",1,12,"schedule-41894175-74-12",1,74,41894175
"2019-11-18T06:23:00-05:00",1,13,"schedule-41894175-75-13",1,75,41894175
"2019-11-18T06:26:00-05:00",1,14,"schedule-41894175-77-14",1,77,41894175
"2019-11-18T06:27:00-05:00",1,15,"schedule-41894175-79-15",1,79,41894175
"2019-11-18T06:28:00-05:00",1,16,"schedule-41894175-80-16",1,80,41894175
"2019-11-18T06:29:00-05:00",1,17,"schedule-41894175-82-17",1,82,41894175
"2019-11-18T06:29:00-05:00",1,18,"schedule-41894175-187-18",1,187,41894175
"2019-11-18T06:30:00-05:00",1,19,"schedule-41894175-83-19",1,83,41894175
"2019-11-18T06:31:00-05:00",1,20,"schedule-41894175-84-20",1,84,41894175
"2019-11-18T06:34:00-05:00",1,21,"schedule-41894175-59-21",1,59,41894175
"2019-11-18T06:35:00-05:00",1,22,"schedule-41894175-854-22",1,854,41894175
"2019-11-18T06:36:00-05:00",1,23,"schedule-41894175-856-23",1,856,41894175
"2019-11-18T06:37:00-05:00",1,24,"schedule-41894175-10100-24",1,10100,41894175
"2019-11-18T06:39:00-05:00",1,25,"schedule-41894175-10101-25",1,10101,41894175
"2019-11-18T06:40:00-05:00",1,26,"schedule-41894175-62-26",1,62,41894175
"2019-11-18T06:42:00-05:00",1,27,"schedule-41894175-63-27",1,63,41894175
"2019-11-18T06:45:00-05:00",1,28,"schedule-41894175-64-28",1,64,41894175
"2019-11-18T04:52:00-05:00",0,1,"schedule-41894176-64-1",1,64,41894176
"2019-11-18T04:52:00-05:00",0,2,"schedule-41894176-1-2",1,1,41894176
"2019-11-18T04:53:00-05:00",0,3,"schedule-41894176-2-3",1,2,41894176
"2019-11-18T04:54:00-05:00",0,4,"schedule-41894176-6-4",1,6,41894176
"2019-11-18T04:55:00-05:00",0,5,"schedule-41894176-10003-5",1,10003,41894176
